year,country,region,avg_temperature_c,rainfall_mm,drought_index,flood_risk_score,heatwave_days,soil_moisture_percent,climate_risk_level
2032,Sri Lanka,South Asia,25.71,836.7,0.271,0.441,14,36.73,Moderate
2033,Sri Lanka,South Asia,27.34,609.2,0.507,0.346,20,21.36,Moderate
2034,Sri Lanka,South Asia,24.7,971.6,0.203,0.537,15,45.98,Moderate
2035,Sri Lanka,South Asia,26.48,863.2,0.412,0.476,12,33.57,Moderate
2036,Sri Lanka,South Asia,28.68,616.8,0.705,0.316,23,25.68,High
2037,Sri Lanka,South Asia,25.17,800.5,0.242,0.384,15,25.59,Moderate
2038,Sri Lanka,South Asia,25.57,729.7,0.341,0.353,27,24.7,Moderate
2039,Sri Lanka,South Asia,27.02,901.1,0.173,0.435,27,40.98,Moderate
2040,Sri Lanka,South Asia,26.64,1064.5,0.107,0.623,25,41.22,Moderate
2041,Sri Lanka,South Asia,26.86,550.0,0.627,0.322,31,13.9,Moderate
2042,Sri Lanka,South Asia,27.05,868.4,0.461,0.199,24,44.16,Moderate
2043,Sri Lanka,South Asia,27.24,824.4,0.274,0.465,28,35.86,Moderate
2044,Sri Lanka,South Asia,27.83,957.4,0.26,0.494,26,44.05,Moderate
2045,Sri Lanka,South Asia,27.0,884.1,0.317,0.441,27,30.31,Moderate
2046,Sri Lanka,South Asia,26.24,729.7,0.413,0.334,18,24.52,Moderate
2047,Sri Lanka,South Asia,27.36,799.0,0.332,0.489,6,31.05,Moderate
2048,Sri Lanka,South Asia,28.85,722.6,0.56,0.437,29,23.02,Moderate
2049,Sri Lanka,South Asia,26.42,1022.2,0.153,0.449,34,55.73,Moderate
2050,Sri Lanka,South Asia,25.43,853.4,0.261,0.459,27,40.8,Moderate
1961,Nepal,South Asia,23.67,829.6,0.247,0.46,16,40.46,Moderate
1962,Nepal,South Asia,25.31,1091.8,0.12,0.464,43,45.37,Moderate
1963,Nepal,South Asia,25.63,617.8,0.48,0.307,23,20.09,Moderate
1964,Nepal,South Asia,26.42,848.1,0.273,0.41,20,36.9,Moderate
1965,Nepal,South Asia,26.97,649.6,0.312,0.343,32,29.83,Moderate
1966,Nepal,South Asia,23.87,908.2,0.233,0.425,19,44.77,Moderate
1967,Nepal,South Asia,24.13,991.9,0.06,0.485,19,43.99,Moderate
1968,Nepal,South Asia,23.62,782.7,0.153,0.457,19,36.57,Moderate
1969,Nepal,South Asia,24.86,433.3,0.589,0.182,35,12.63,Moderate
1970,Nepal,South Asia,25.72,881.8,0.225,0.312,12,48.33,Moderate
1971,Nepal,South Asia,26.36,919.9,0.346,0.6,26,43.3,Moderate
1972,Nepal,South Asia,25.11,914.7,0.251,0.568,11,45.44,Moderate
1973,Nepal,South Asia,24.83,1047.7,0.148,0.42,22,49.93,Moderate
1974,Nepal,South Asia,25.42,678.6,0.277,0.394,12,36.86,Moderate
1975,Nepal,South Asia,24.25,958.8,0.225,0.439,13,45.91,Moderate
1976,Nepal,South Asia,27.78,1040.8,0.266,0.541,24,41.55,Moderate
1977,Nepal,South Asia,23.36,565.4,0.335,0.306,21,30.0,Moderate
1978,Nepal,South Asia,25.53,901.1,0.244,0.432,27,44.36,Moderate
1979,Nepal,South Asia,27.75,769.3,0.296,0.322,17,29.89,Moderate
1980,Nepal,South Asia,25.35,837.0,0.302,0.363,20,32.92,Moderate
1981,Nepal,South Asia,25.13,905.6,0.127,0.38,13,44.51,Moderate
1982,Nepal,South Asia,24.95,772.0,0.188,0.319,8,37.63,Moderate
1983,Nepal,South Asia,25.18,741.9,0.207,0.366,17,34.13,Moderate
1984,Nepal,South Asia,27.06,855.5,0.431,0.37,22,36.02,Moderate
1985,Nepal,South Asia,22.78,676.0,0.206,0.393,31,39.89,Moderate
1986,Nepal,South Asia,27.29,676.3,0.604,0.457,29,28.16,High
1987,Nepal,South Asia,23.76,958.7,0.06,0.433,4,47.87,Low
1988,Nepal,South Asia,25.17,666.2,0.246,0.352,14,34.04,Moderate
1989,Nepal,South Asia,24.99,956.6,0.077,0.518,27,40.1,Moderate
1990,Nepal,South Asia,26.23,924.0,0.35,0.5,39,41.58,Moderate
1991,Nepal,South Asia,23.62,573.9,0.359,0.293,2,32.37,Moderate
1992,Nepal,South Asia,26.11,741.6,0.332,0.43,7,29.13,Moderate
1993,Nepal,South Asia,28.01,1041.1,0.269,0.559,42,41.58,Moderate
1994,Nepal,South Asia,23.96,693.0,0.343,0.247,18,23.88,Moderate
1995,Nepal,South Asia,25.84,775.7,0.427,0.457,14,23.7,Moderate
1996,Nepal,South Asia,24.84,923.9,0.298,0.533,22,35.53,Moderate
1997,Nepal,South Asia,26.16,975.3,0.182,0.427,1,42.89,Moderate
1998,Nepal,South Asia,25.69,809.8,0.2,0.408,21,28.05,Moderate
1999,Nepal,South Asia,24.91,754.4,0.274,0.432,21,32.34,Moderate
2000,Nepal,South Asia,26.29,1077.6,0.165,0.522,30,55.98,Moderate
2001,Nepal,South Asia,27.89,1128.2,0.111,0.65,19,48.74,Moderate
2002,Nepal,South Asia,25.51,1006.6,0.08,0.692,21,57.85,Moderate
2003,Nepal,South Asia,26.62,863.7,0.342,0.369,16,39.42,Moderate
2004,Nepal,South Asia,24.22,720.7,0.292,0.25,18,36.37,Moderate
2005,Nepal,South Asia,24.64,717.1,0.323,0.383,10,25.46,Moderate
2006,Nepal,South Asia,26.38,933.6,0.191,0.525,19,47.98,Moderate
2007,Nepal,South Asia,27.61,916.9,0.307,0.44,18,33.15,Moderate
2008,Nepal,South Asia,26.27,1074.3,0.072,0.653,28,57.61,Moderate
2009,Nepal,South Asia,25.49,954.1,0.264,0.37,27,43.45,Moderate
2010,Nepal,South Asia,25.88,609.5,0.542,0.36,19,22.96,Moderate
2011,Nepal,South Asia,24.4,1018.3,0.0,0.461,17,43.86,Low
2012,Nepal,South Asia,26.64,690.3,0.365,0.483,12,21.85,Moderate
2013,Nepal,South Asia,26.99,788.6,0.267,0.554,22,37.68,Moderate
2014,Nepal,South Asia,25.41,890.0,0.183,0.384,19,35.15,Moderate
2015,Nepal,South Asia,25.41,1169.3,0.029,0.541,41,60.67,Moderate
2016,Nepal,South Asia,26.31,1347.6,0.0,0.743,14,59.18,Moderate
2017,Nepal,South Asia,25.48,947.1,0.124,0.443,32,49.96,Moderate
2018,Nepal,South Asia,25.95,820.7,0.231,0.407,29,29.02,Moderate
2019,Nepal,South Asia,28.56,935.5,0.377,0.47,31,42.56,Moderate
2020,Nepal,South Asia,25.77,992.0,0.185,0.342,35,49.65,Moderate
2021,Nepal,South Asia,25.65,798.7,0.254,0.398,23,30.67,Moderate
2022,Nepal,South Asia,25.32,1137.2,0.068,0.513,23,59.0,Moderate
2023,Nepal,South Asia,27.01,886.8,0.273,0.404,24,40.44,Moderate
2024,Nepal,South Asia,25.92,929.6,0.21,0.58,31,39.05,Moderate
2025,Nepal,South Asia,25.37,956.5,0.319,0.378,28,35.39,Moderate
2026,Nepal,South Asia,27.76,917.5,0.44,0.524,22,25.3,Moderate
2027,Nepal,South Asia,27.89,984.2,0.188,0.47,17,47.56,Moderate
2028,Nepal,South Asia,25.49,751.2,0.404,0.353,18,20.09,Moderate
2029,Nepal,South Asia,23.98,760.7,0.321,0.444,9,32.19,Moderate
2030,Nepal,South Asia,27.45,674.0,0.399,0.364,25,24.13,Moderate
2031,Nepal,South Asia,25.44,920.3,0.28,0.506,30,44.49,Moderate
2032,Nepal,South Asia,27.23,974.6,0.388,0.565,22,39.16,Moderate
2033,Nepal,South Asia,23.93,923.2,0.047,0.435,15,43.24,Low
2034,Nepal,South Asia,27.39,1117.9,0.097,0.51,26,58.34,Moderate
2035,Nepal,South Asia,24.88,849.1,0.319,0.338,25,38.09,Moderate
2036,Nepal,South Asia,27.23,957.0,0.299,0.412,7,43.76,Moderate
2037,Nepal,South Asia,26.39,675.3,0.481,0.574,18,26.96,High
2038,Nepal,South Asia,25.24,788.1,0.326,0.494,21,23.66,Moderate
2039,Nepal,South Asia,25.92,961.3,0.24,0.373,31,47.8,Moderate
2040,Nepal,South Asia,27.25,985.9,0.152,0.387,21,49.93,Moderate
2041,Nepal,South Asia,26.57,803.0,0.439,0.44,8,25.28,Moderate
2042,Nepal,South Asia,27.16,838.5,0.453,0.463,30,31.41,Moderate
2043,Nepal,South Asia,28.85,607.1,0.59,0.347,25,18.31,Moderate
2044,Nepal,South Asia,24.62,792.9,0.261,0.376,8,33.62,Moderate
2045,Nepal,South Asia,28.45,992.5,0.191,0.486,24,47.8,Moderate
2046,Nepal,South Asia,26.66,942.0,0.301,0.497,22,49.67,Moderate
2047,Nepal,South Asia,25.47,930.1,0.255,0.472,15,47.9,Moderate
2048,Nepal,South Asia,24.97,858.0,0.231,0.251,1,30.41,Low
2049,Nepal,South Asia,26.36,851.1,0.4,0.407,30,38.29,Moderate
2050,Nepal,South Asia,27.71,744.3,0.427,0.304,37,36.65,Moderate
1961,Afghanistan,South Asia,25.46,945.2,0.019,0.32,22,51.93,Low
1962,Afghanistan,South Asia,26.33,760.8,0.203,0.375,20,31.76,Moderate
1963,Afghanistan,South Asia,27.45,783.9,0.364,0.282,25,14.47,Moderate
1964,Afghanistan,South Asia,26.28,701.7,0.45,0.51,18,23.85,Moderate
1965,Afghanistan,South Asia,25.37,845.0,0.045,0.495,7,35.11,Moderate
1966,Afghanistan,South Asia,26.34,714.3,0.367,0.366,25,18.58,Moderate
1967,Afghanistan,South Asia,25.28,941.7,0.149,0.572,33,36.67,Moderate
1968,Afghanistan,South Asia,25.15,564.3,0.566,0.214,19,17.55,Moderate
1969,Afghanistan,South Asia,24.72,792.5,0.239,0.44,19,42.81,Moderate
1970,Afghanistan,South Asia,27.04,898.2,0.341,0.465,30,39.97,Moderate
1971,Afghanistan,South Asia,24.2,879.4,0.193,0.461,6,36.47,Moderate
1972,Afghanistan,South Asia,27.04,1280.9,0.0,0.742,38,66.78,Moderate
1973,Afghanistan,South Asia,25.82,906.0,0.305,0.512,23,36.44,Moderate
1974,Afghanistan,South Asia,23.55,689.4,0.303,0.368,27,24.25,Moderate
1975,Afghanistan,South Asia,25.69,834.7,0.329,0.285,15,28.23,Moderate
1976,Afghanistan,South Asia,22.75,565.8,0.647,0.206,26,5.0,Moderate
1977,Afghanistan,South Asia,26.04,837.1,0.137,0.409,28,36.77,Moderate
1978,Afghanistan,South Asia,26.37,716.7,0.544,0.366,27,25.89,Moderate
1979,Afghanistan,South Asia,24.61,996.5,0.096,0.408,19,47.33,Moderate
1980,Afghanistan,South Asia,25.49,762.1,0.353,0.574,18,28.54,Moderate
1981,Afghanistan,South Asia,27.7,831.3,0.388,0.537,36,28.14,Moderate
1982,Afghanistan,South Asia,24.77,748.3,0.27,0.422,19,35.66,Moderate
1983,Afghanistan,South Asia,24.13,1128.2,0.0,0.57,0,48.51,Moderate
1984,Afghanistan,South Asia,27.19,798.6,0.416,0.382,16,36.28,Moderate
1985,Afghanistan,South Asia,27.79,1143.2,0.051,0.495,25,50.12,Moderate
1986,Afghanistan,South Asia,25.45,980.3,0.233,0.496,22,39.85,Moderate
1987,Afghanistan,South Asia,26.68,927.1,0.239,0.484,23,32.78,Moderate
1988,Afghanistan,South Asia,27.1,909.0,0.215,0.355,35,38.14,Moderate
1989,Afghanistan,South Asia,24.61,913.0,0.143,0.483,2,48.65,Moderate
1990,Afghanistan,South Asia,24.94,541.6,0.561,0.258,19,18.96,Moderate
1991,Afghanistan,South Asia,27.02,805.4,0.333,0.25,10,39.48,Moderate
1992,Afghanistan,South Asia,27.58,985.2,0.304,0.424,32,46.32,Moderate
1993,Afghanistan,South Asia,26.25,842.2,0.253,0.388,21,30.44,Moderate
1994,Afghanistan,South Asia,24.54,625.2,0.441,0.464,20,20.45,Moderate
1995,Afghanistan,South Asia,28.0,841.6,0.454,0.465,21,28.33,Moderate
1996,Afghanistan,South Asia,24.99,1122.7,0.196,0.454,29,60.2,Moderate
1997,Afghanistan,South Asia,25.25,1049.5,0.099,0.564,28,43.32,Moderate
1998,Afghanistan,South Asia,26.08,840.1,0.357,0.296,26,40.22,Moderate
1999,Afghanistan,South Asia,27.55,1002.2,0.269,0.588,25,50.08,Moderate
2000,Afghanistan,South Asia,26.73,791.4,0.475,0.358,28,41.05,Moderate
2001,Afghanistan,South Asia,26.22,577.4,0.441,0.281,16,17.59,Moderate
2002,Afghanistan,South Asia,26.29,702.1,0.473,0.457,29,29.92,Moderate
2003,Afghanistan,South Asia,25.81,1100.1,0.089,0.447,34,66.91,Moderate
2004,Afghanistan,South Asia,26.44,806.2,0.341,0.291,31,29.78,Moderate
2005,Afghanistan,South Asia,22.76,811.1,0.166,0.359,6,28.03,Moderate
2006,Afghanistan,South Asia,25.45,802.0,0.32,0.484,23,22.42,Moderate
2007,Afghanistan,South Asia,26.12,1154.7,0.072,0.456,12,60.57,Moderate
2008,Afghanistan,South Asia,24.46,1110.2,0.047,0.329,21,43.26,Low
2009,Afghanistan,South Asia,26.33,1205.0,0.182,0.566,26,54.38,Moderate
2010,Afghanistan,South Asia,25.64,824.6,0.372,0.456,5,36.42,Moderate
2011,Afghanistan,South Asia,28.01,897.3,0.429,0.545,18,37.4,Moderate
2012,Afghanistan,South Asia,27.81,607.3,0.52,0.267,25,22.52,Moderate
2013,Afghanistan,South Asia,25.38,1086.3,0.022,0.51,17,55.21,Moderate
2014,Afghanistan,South Asia,25.77,663.2,0.491,0.424,11,31.0,Moderate
2015,Afghanistan,South Asia,25.88,884.7,0.332,0.293,24,31.87,Moderate
2016,Afghanistan,South Asia,25.45,674.4,0.508,0.306,22,19.49,Moderate
2017,Afghanistan,South Asia,26.24,755.8,0.324,0.393,21,26.67,Moderate
2018,Afghanistan,South Asia,25.12,716.0,0.326,0.394,13,34.26,Moderate
2019,Afghanistan,South Asia,24.69,752.7,0.166,0.336,26,39.73,Moderate
2020,Afghanistan,South Asia,26.81,763.7,0.364,0.385,37,33.62,Moderate
2021,Afghanistan,South Asia,26.84,762.3,0.477,0.182,20,35.67,Moderate
2022,Afghanistan,South Asia,25.13,983.3,0.117,0.439,14,39.76,Moderate
2023,Afghanistan,South Asia,27.19,673.2,0.53,0.373,29,33.07,Moderate
2024,Afghanistan,South Asia,25.38,885.3,0.221,0.364,17,48.98,Moderate
2025,Afghanistan,South Asia,26.46,1044.9,0.202,0.527,22,52.61,Moderate
2026,Afghanistan,South Asia,27.15,767.9,0.317,0.42,31,42.74,Moderate
2027,Afghanistan,South Asia,26.15,735.1,0.389,0.34,7,19.03,Moderate
2028,Afghanistan,South Asia,26.75,813.1,0.117,0.42,34,35.16,Moderate
2029,Afghanistan,South Asia,25.6,1038.8,0.123,0.442,21,45.06,Moderate
2030,Afghanistan,South Asia,26.01,881.1,0.141,0.424,18,45.57,Moderate
2031,Afghanistan,South Asia,26.01,765.0,0.451,0.431,21,22.94,Moderate
2032,Afghanistan,South Asia,25.38,927.4,0.269,0.476,19,45.54,Moderate
2033,Afghanistan,South Asia,26.08,673.6,0.46,0.29,8,32.7,Moderate
2034,Afghanistan,South Asia,24.46,959.0,0.259,0.497,29,46.93,Moderate
2035,Afghanistan,South Asia,25.74,915.4,0.157,0.515,21,44.32,Moderate
2036,Afghanistan,South Asia,26.01,800.8,0.468,0.236,25,24.75,Moderate
2037,Afghanistan,South Asia,26.06,715.8,0.466,0.451,29,21.38,Moderate
2038,Afghanistan,South Asia,26.1,708.1,0.38,0.327,14,35.3,Moderate
2039,Afghanistan,South Asia,26.33,935.6,0.339,0.502,26,44.67,Moderate
2040,Afghanistan,South Asia,27.0,1046.6,0.114,0.619,22,49.82,Moderate
2041,Afghanistan,South Asia,27.49,748.0,0.374,0.264,33,27.41,Moderate
2042,Afghanistan,South Asia,25.68,923.3,0.176,0.405,4,30.5,Moderate
2043,Afghanistan,South Asia,25.03,516.1,0.441,0.235,18,10.57,Moderate
2044,Afghanistan,South Asia,25.24,756.5,0.237,0.316,14,44.55,Moderate
2045,Afghanistan,South Asia,25.93,845.0,0.391,0.561,25,26.76,Moderate
2046,Afghanistan,South Asia,26.11,704.5,0.381,0.284,26,28.73,Moderate
2047,Afghanistan,South Asia,25.62,700.2,0.409,0.306,15,32.87,Moderate
2048,Afghanistan,South Asia,25.01,743.2,0.274,0.388,13,24.15,Moderate
2049,Afghanistan,South Asia,26.04,896.8,0.116,0.352,21,43.63,Low
2050,Afghanistan,South Asia,26.82,820.0,0.377,0.378,17,39.09,Moderate
1961,Bhutan,South Asia,25.01,996.2,0.091,0.596,12,51.2,Moderate
1962,Bhutan,South Asia,28.46,602.7,0.586,0.231,23,23.44,Moderate
1963,Bhutan,South Asia,23.03,1104.4,0.0,0.689,29,62.53,Moderate
1964,Bhutan,South Asia,26.32,941.9,0.277,0.331,22,47.9,Moderate
1965,Bhutan,South Asia,24.86,1073.9,0.0,0.572,24,58.93,Moderate
1966,Bhutan,South Asia,26.02,635.3,0.532,0.356,15,19.23,Moderate
1967,Bhutan,South Asia,25.64,631.5,0.451,0.252,14,19.12,Moderate
1968,Bhutan,South Asia,24.25,826.2,0.333,0.447,25,36.64,Moderate
1969,Bhutan,South Asia,25.42,930.4,0.242,0.568,9,47.28,Moderate
1970,Bhutan,South Asia,22.93,1137.4,0.022,0.391,9,55.09,Low
1971,Bhutan,South Asia,25.9,963.0,0.245,0.522,21,49.65,Moderate
1972,Bhutan,South Asia,25.56,811.2,0.406,0.206,21,41.15,Moderate
1973,Bhutan,South Asia,25.98,685.8,0.451,0.266,20,19.77,Moderate
1974,Bhutan,South Asia,26.5,1046.8,0.17,0.654,26,43.93,Moderate
1975,Bhutan,South Asia,25.69,695.6,0.57,0.301,26,22.55,Moderate
1976,Bhutan,South Asia,25.45,1110.6,0.15,0.461,26,54.37,Moderate
1977,Bhutan,South Asia,24.23,804.5,0.283,0.386,8,31.42,Moderate
1978,Bhutan,South Asia,24.45,1104.5,0.0,0.718,15,63.34,Moderate
1979,Bhutan,South Asia,26.75,958.6,0.15,0.333,33,47.48,Low
1980,Bhutan,South Asia,27.07,828.1,0.385,0.33,32,33.94,Moderate
1981,Bhutan,South Asia,25.07,766.9,0.318,0.503,8,23.38,Moderate
1982,Bhutan,South Asia,25.43,795.5,0.254,0.546,23,26.79,Moderate
1983,Bhutan,South Asia,24.31,918.5,0.171,0.451,1,44.2,Moderate
1984,Bhutan,South Asia,26.82,862.3,0.452,0.332,24,21.28,Moderate
1985,Bhutan,South Asia,26.23,755.0,0.428,0.545,37,35.27,Moderate
1986,Bhutan,South Asia,27.78,823.5,0.309,0.539,19,34.04,Moderate
1987,Bhutan,South Asia,24.41,862.6,0.196,0.486,10,58.67,Moderate
1988,Bhutan,South Asia,25.03,509.4,0.423,0.19,25,30.85,Moderate
1989,Bhutan,South Asia,25.78,923.3,0.199,0.458,9,41.11,Moderate
1990,Bhutan,South Asia,26.3,693.2,0.387,0.334,17,26.29,Moderate
1991,Bhutan,South Asia,25.28,665.5,0.351,0.359,24,32.24,Moderate
1992,Bhutan,South Asia,24.51,580.0,0.311,0.406,12,33.0,Moderate
1993,Bhutan,South Asia,26.63,563.0,0.519,0.352,22,7.93,Moderate
1994,Bhutan,South Asia,26.46,633.1,0.426,0.23,29,12.42,Moderate
1995,Bhutan,South Asia,24.51,736.6,0.065,0.478,20,31.79,Moderate
1996,Bhutan,South Asia,27.26,1162.5,0.297,0.606,27,55.69,Moderate
1997,Bhutan,South Asia,27.05,765.9,0.493,0.438,22,31.42,Moderate
1998,Bhutan,South Asia,25.83,878.4,0.234,0.557,24,45.66,Moderate
1999,Bhutan,South Asia,25.78,914.1,0.238,0.368,20,33.75,Moderate
2000,Bhutan,South Asia,26.37,871.0,0.202,0.433,26,25.6,Moderate
2001,Bhutan,South Asia,24.69,837.6,0.372,0.376,14,39.6,Moderate
2002,Bhutan,South Asia,25.77,658.8,0.57,0.204,19,16.57,Moderate
2003,Bhutan,South Asia,23.17,1082.1,0.0,0.569,5,42.0,Moderate
2004,Bhutan,South Asia,26.83,1139.2,0.209,0.771,24,53.64,Moderate
2005,Bhutan,South Asia,23.92,580.8,0.395,0.143,9,25.9,Moderate
2006,Bhutan,South Asia,27.61,686.2,0.384,0.34,17,25.9,Moderate
2007,Bhutan,South Asia,25.43,805.2,0.263,0.454,22,32.24,Moderate
2008,Bhutan,South Asia,25.59,695.7,0.393,0.358,22,25.96,Moderate
2009,Bhutan,South Asia,25.11,931.0,0.154,0.456,25,41.24,Moderate
2010,Bhutan,South Asia,25.54,733.5,0.335,0.263,17,21.88,Moderate
2011,Bhutan,South Asia,27.6,1196.4,0.118,0.617,30,53.17,Moderate
2012,Bhutan,South Asia,22.93,1040.5,0.0,0.46,17,55.15,Low
2013,Bhutan,South Asia,27.47,884.0,0.346,0.267,29,39.21,Moderate
2014,Bhutan,South Asia,26.36,1014.3,0.109,0.603,16,49.55,Moderate
2015,Bhutan,South Asia,24.52,1026.9,0.035,0.59,18,44.67,Moderate
2016,Bhutan,South Asia,24.7,759.8,0.19,0.384,21,33.11,Moderate
2017,Bhutan,South Asia,28.02,719.4,0.565,0.378,28,11.6,Moderate
2018,Bhutan,South Asia,24.89,862.5,0.06,0.517,1,43.0,Moderate
2019,Bhutan,South Asia,24.66,987.9,0.22,0.512,19,53.57,Moderate
2020,Bhutan,South Asia,27.43,872.2,0.459,0.508,43,25.58,Moderate
2021,Bhutan,South Asia,26.49,597.7,0.473,0.275,20,16.9,Moderate
2022,Bhutan,South Asia,24.97,721.5,0.125,0.466,13,35.55,Moderate
2023,Bhutan,South Asia,26.38,838.2,0.291,0.445,26,43.6,Moderate
2024,Bhutan,South Asia,24.9,837.9,0.242,0.434,21,34.37,Moderate
2025,Bhutan,South Asia,27.47,1165.6,0.06,0.481,35,52.92,Moderate
2026,Bhutan,South Asia,27.44,628.2,0.482,0.337,16,9.95,Moderate
2027,Bhutan,South Asia,26.83,930.9,0.399,0.399,30,39.19,Moderate
2028,Bhutan,South Asia,26.64,1088.3,0.208,0.493,28,62.51,Moderate
2029,Bhutan,South Asia,28.34,1213.4,0.076,0.541,27,60.81,Moderate
2030,Bhutan,South Asia,26.24,785.3,0.223,0.307,25,34.66,Moderate
2031,Bhutan,South Asia,24.84,928.6,0.153,0.634,26,45.31,Moderate
2032,Bhutan,South Asia,26.82,941.2,0.252,0.577,31,41.96,Moderate
2033,Bhutan,South Asia,28.8,881.3,0.45,0.594,21,30.18,High
2034,Bhutan,South Asia,25.1,834.2,0.216,0.319,25,42.33,Moderate
2035,Bhutan,South Asia,25.9,919.8,0.279,0.466,21,41.77,Moderate
2036,Bhutan,South Asia,26.85,444.8,0.78,0.119,25,6.76,Moderate
2037,Bhutan,South Asia,26.3,959.1,0.295,0.424,23,36.2,Moderate
2038,Bhutan,South Asia,25.21,870.2,0.235,0.362,18,46.63,Moderate
2039,Bhutan,South Asia,27.75,814.4,0.391,0.506,36,36.89,Moderate
2040,Bhutan,South Asia,29.21,1177.5,0.191,0.557,30,51.74,Moderate
2041,Bhutan,South Asia,26.68,742.0,0.498,0.456,15,33.15,Moderate
2042,Bhutan,South Asia,25.37,785.5,0.257,0.441,16,31.14,Moderate
2043,Bhutan,South Asia,24.62,1168.6,0.0,0.769,19,53.74,Moderate
2044,Bhutan,South Asia,26.8,716.9,0.432,0.24,34,22.64,Moderate
2045,Bhutan,South Asia,27.84,762.0,0.407,0.482,32,19.32,Moderate
2046,Bhutan,South Asia,27.1,826.5,0.255,0.505,18,39.06,Moderate
2047,Bhutan,South Asia,26.55,984.5,0.25,0.414,43,33.24,Moderate
2048,Bhutan,South Asia,25.86,883.2,0.257,0.522,23,31.65,Moderate
2049,Bhutan,South Asia,25.27,643.2,0.444,0.348,30,10.82,Moderate
2050,Bhutan,South Asia,27.6,764.9,0.391,0.364,25,29.9,Moderate
1961,China,East Asia,15.82,557.6,0.0,0.22,0,18.45,Low
1962,China,East Asia,15.63,805.2,0.0,0.417,3,48.4,Low
1963,China,East Asia,14.78,604.4,0.0,0.339,0,26.56,Low
1964,China,East Asia,14.65,543.7,0.006,0.287,0,30.1,Low
1965,China,East Asia,16.63,661.7,0.0,0.249,0,23.71,Low
1966,China,East Asia,15.43,970.7,0.0,0.502,0,41.46,Moderate
1967,China,East Asia,16.49,932.0,0.0,0.583,0,55.21,Moderate
1968,China,East Asia,15.06,818.9,0.0,0.445,0,38.86,Low
1969,China,East Asia,16.36,534.8,0.197,0.344,0,31.51,Moderate
1970,China,East Asia,17.73,748.6,0.055,0.355,0,35.86,Low
1971,China,East Asia,16.88,828.3,0.0,0.474,0,30.36,Low
1972,China,East Asia,15.7,808.1,0.0,0.426,0,45.76,Low
1973,China,East Asia,16.52,485.0,0.108,0.166,0,18.56,Low
1974,China,East Asia,15.95,637.5,0.0,0.344,0,36.07,Low
1975,China,East Asia,16.26,769.7,0.0,0.306,0,38.64,Low
1976,China,East Asia,15.88,865.8,0.0,0.382,0,34.03,Low
1977,China,East Asia,16.09,428.6,0.139,0.229,0,19.64,Low
1978,China,East Asia,16.56,754.1,0.005,0.401,0,50.78,Low
1979,China,East Asia,15.13,802.9,0.0,0.306,0,43.1,Low
1980,China,East Asia,15.12,915.9,0.0,0.542,0,45.45,Moderate
1981,China,East Asia,14.69,890.9,0.0,0.491,0,50.99,Low
1982,China,East Asia,14.46,873.2,0.0,0.38,0,44.92,Low
1983,China,East Asia,14.94,652.0,0.133,0.203,0,31.19,Low
1984,China,East Asia,16.61,474.7,0.001,0.226,0,17.16,Low
1985,China,East Asia,15.36,717.1,0.0,0.323,0,37.26,Low
1986,China,East Asia,17.07,940.3,0.0,0.479,1,53.23,Low
1987,China,East Asia,16.51,1003.0,0.0,0.472,0,45.13,Low
1988,China,East Asia,14.12,893.7,0.0,0.286,0,53.23,Low
1989,China,East Asia,17.29,848.7,0.012,0.393,3,41.64,Low
1990,China,East Asia,17.49,840.7,0.0,0.396,0,36.71,Low
1991,China,East Asia,15.35,691.0,0.0,0.396,0,40.54,Low
1992,China,East Asia,17.06,759.2,0.0,0.324,0,36.24,Low
1993,China,East Asia,15.55,1047.1,0.0,0.658,0,56.91,Moderate
1994,China,East Asia,16.71,629.2,0.046,0.162,0,28.78,Low
1995,China,East Asia,15.09,1038.4,0.0,0.624,0,51.56,Moderate
1996,China,East Asia,14.48,728.5,0.0,0.346,0,39.39,Low
1997,China,East Asia,16.19,992.1,0.0,0.565,0,51.35,Moderate
1998,China,East Asia,16.52,554.9,0.004,0.284,0,15.69,Low
1999,China,East Asia,16.21,873.7,0.0,0.528,7,36.96,Moderate
2000,China,East Asia,15.28,662.1,0.0,0.3,0,38.68,Low
2001,China,East Asia,16.24,553.6,0.0,0.189,0,26.89,Low
2002,China,East Asia,17.06,815.0,0.0,0.521,0,37.61,Moderate
2003,China,East Asia,16.7,941.5,0.0,0.462,0,38.92,Low
2004,China,East Asia,16.99,644.8,0.027,0.34,0,25.22,Low
2005,China,East Asia,15.99,540.2,0.0,0.369,0,14.88,Low
2006,China,East Asia,18.22,765.3,0.012,0.3,1,37.43,Low
2007,China,East Asia,15.42,766.0,0.0,0.431,9,34.71,Low
2008,China,East Asia,17.43,867.7,0.0,0.387,0,37.59,Low
2009,China,East Asia,18.28,931.9,0.0,0.455,0,46.19,Low
2010,China,East Asia,17.46,770.5,0.0,0.391,0,40.71,Low
2011,China,East Asia,16.66,1076.9,0.0,0.418,0,66.4,Low
2012,China,East Asia,16.28,815.9,0.0,0.346,0,31.72,Low
2013,China,East Asia,18.18,724.6,0.0,0.47,8,43.18,Low
2014,China,East Asia,15.25,522.1,0.005,0.332,0,31.84,Low
2015,China,East Asia,15.81,738.0,0.0,0.364,0,32.22,Low
2016,China,East Asia,16.51,726.2,0.0,0.383,0,37.53,Low
2017,China,East Asia,18.49,933.6,0.0,0.443,8,43.94,Low
